sim,type,true_ate,run,j,n,d
3299,old,-0.4,299,3,2e3,ls
3299,boot,-0.4,299,3,2e3,ls
3299,all_boot,-0.4,299,3,2e3,ls
3299,null,-0.4,299,3,2e3,ls
3299,gn,-0.4,299,3,2e3,ls
3299,hybrid_gn,-0.4,299,3,2e3,ls
3299,none,-0.4,299,3,2e3,ls
3299,shrunk,-0.4,299,3,2e3,ls
3300,raw,-0.4,300,3,2e3,ls
3300,raw,-0.4,300,3,2e3,ls
3300,raw,-0.4,300,3,2e3,ls
3300,raw,-0.4,300,3,2e3,ls
3300,old,-0.4,300,3,2e3,ls
3300,boot,-0.4,300,3,2e3,ls
3300,all_boot,-0.4,300,3,2e3,ls
3300,null,-0.4,300,3,2e3,ls
3300,gn,-0.4,300,3,2e3,ls
3300,hybrid_gn,-0.4,300,3,2e3,ls
3300,none,-0.4,300,3,2e3,ls
3300,shrunk,-0.4,300,3,2e3,ls
3301,raw,-0.4,301,3,2e3,ls
3301,raw,-0.4,301,3,2e3,ls
3301,raw,-0.4,301,3,2e3,ls
3301,raw,-0.4,301,3,2e3,ls
3301,old,-0.4,301,3,2e3,ls
3301,boot,-0.4,301,3,2e3,ls
3301,all_boot,-0.4,301,3,2e3,ls
3301,null,-0.4,301,3,2e3,ls
3301,gn,-0.4,301,3,2e3,ls
3301,hybrid_gn,-0.4,301,3,2e3,ls
3301,none,-0.4,301,3,2e3,ls
3301,shrunk,-0.4,301,3,2e3,ls
3302,raw,-0.4,302,3,2e3,ls
3302,raw,-0.4,302,3,2e3,ls
3302,raw,-0.4,302,3,2e3,ls
3302,raw,-0.4,302,3,2e3,ls
3302,old,-0.4,302,3,2e3,ls
3302,boot,-0.4,302,3,2e3,ls
3302,all_boot,-0.4,302,3,2e3,ls
3302,null,-0.4,302,3,2e3,ls
3302,gn,-0.4,302,3,2e3,ls
3302,hybrid_gn,-0.4,302,3,2e3,ls
3302,none,-0.4,302,3,2e3,ls
3302,shrunk,-0.4,302,3,2e3,ls
3303,raw,-0.4,303,3,2e3,ls
3303,raw,-0.4,303,3,2e3,ls
3303,raw,-0.4,303,3,2e3,ls
3303,raw,-0.4,303,3,2e3,ls
3303,old,-0.4,303,3,2e3,ls
3303,boot,-0.4,303,3,2e3,ls
3303,all_boot,-0.4,303,3,2e3,ls
3303,null,-0.4,303,3,2e3,ls
3303,gn,-0.4,303,3,2e3,ls
3303,hybrid_gn,-0.4,303,3,2e3,ls
3303,none,-0.4,303,3,2e3,ls
3303,shrunk,-0.4,303,3,2e3,ls
3304,raw,-0.4,304,3,2e3,ls
3304,raw,-0.4,304,3,2e3,ls
3304,raw,-0.4,304,3,2e3,ls
3304,raw,-0.4,304,3,2e3,ls
3304,old,-0.4,304,3,2e3,ls
3304,boot,-0.4,304,3,2e3,ls
3304,all_boot,-0.4,304,3,2e3,ls
3304,null,-0.4,304,3,2e3,ls
3304,gn,-0.4,304,3,2e3,ls
3304,hybrid_gn,-0.4,304,3,2e3,ls
3304,none,-0.4,304,3,2e3,ls
3304,shrunk,-0.4,304,3,2e3,ls
3305,raw,-0.4,305,3,2e3,ls
3305,raw,-0.4,305,3,2e3,ls
3305,raw,-0.4,305,3,2e3,ls
3305,raw,-0.4,305,3,2e3,ls
3305,old,-0.4,305,3,2e3,ls
3305,boot,-0.4,305,3,2e3,ls
3305,all_boot,-0.4,305,3,2e3,ls
3305,null,-0.4,305,3,2e3,ls
3305,gn,-0.4,305,3,2e3,ls
3305,hybrid_gn,-0.4,305,3,2e3,ls
3305,none,-0.4,305,3,2e3,ls
3305,shrunk,-0.4,305,3,2e3,ls
3306,raw,-0.4,306,3,2e3,ls
3306,raw,-0.4,306,3,2e3,ls
3306,raw,-0.4,306,3,2e3,ls
3306,raw,-0.4,306,3,2e3,ls
3306,old,-0.4,306,3,2e3,ls
3306,boot,-0.4,306,3,2e3,ls
3306,all_boot,-0.4,306,3,2e3,ls
3306,null,-0.4,306,3,2e3,ls
3306,gn,-0.4,306,3,2e3,ls
3306,hybrid_gn,-0.4,306,3,2e3,ls
3306,none,-0.4,306,3,2e3,ls
3306,shrunk,-0.4,306,3,2e3,ls
3307,raw,-0.4,307,3,2e3,ls
3307,raw,-0.4,307,3,2e3,ls
3307,raw,-0.4,307,3,2e3,ls
3307,raw,-0.4,307,3,2e3,ls
3307,old,-0.4,307,3,2e3,ls
3307,boot,-0.4,307,3,2e3,ls
3307,all_boot,-0.4,307,3,2e3,ls
3307,null,-0.4,307,3,2e3,ls
3307,gn,-0.4,307,3,2e3,ls
3307,hybrid_gn,-0.4,307,3,2e3,ls
3307,none,-0.4,307,3,2e3,ls
3307,shrunk,-0.4,307,3,2e3,ls
3308,raw,-0.4,308,3,2e3,ls
3308,raw,-0.4,308,3,2e3,ls
3308,raw,-0.4,308,3,2e3,ls
3308,raw,-0.4,308,3,2e3,ls
3308,old,-0.4,308,3,2e3,ls
3308,boot,-0.4,308,3,2e3,ls
3308,all_boot,-0.4,308,3,2e3,ls
3308,null,-0.4,308,3,2e3,ls
3308,gn,-0.4,308,3,2e3,ls
3308,hybrid_gn,-0.4,308,3,2e3,ls
3308,none,-0.4,308,3,2e3,ls
3308,shrunk,-0.4,308,3,2e3,ls
3309,raw,-0.4,309,3,2e3,ls
3309,raw,-0.4,309,3,2e3,ls
3309,raw,-0.4,309,3,2e3,ls
3309,raw,-0.4,309,3,2e3,ls
3309,old,-0.4,309,3,2e3,ls
3309,boot,-0.4,309,3,2e3,ls
3309,all_boot,-0.4,309,3,2e3,ls
3309,null,-0.4,309,3,2e3,ls
3309,gn,-0.4,309,3,2e3,ls
3309,hybrid_gn,-0.4,309,3,2e3,ls
3309,none,-0.4,309,3,2e3,ls
3309,shrunk,-0.4,309,3,2e3,ls
3310,raw,-0.4,310,3,2e3,ls
3310,raw,-0.4,310,3,2e3,ls
3310,raw,-0.4,310,3,2e3,ls
3310,raw,-0.4,310,3,2e3,ls
3310,old,-0.4,310,3,2e3,ls
3310,boot,-0.4,310,3,2e3,ls
3310,all_boot,-0.4,310,3,2e3,ls
3310,null,-0.4,310,3,2e3,ls
3310,gn,-0.4,310,3,2e3,ls
3310,hybrid_gn,-0.4,310,3,2e3,ls
3310,none,-0.4,310,3,2e3,ls
3310,shrunk,-0.4,310,3,2e3,ls
3311,raw,-0.4,311,3,2e3,ls
3311,raw,-0.4,311,3,2e3,ls
3311,raw,-0.4,311,3,2e3,ls
3311,raw,-0.4,311,3,2e3,ls
3311,old,-0.4,311,3,2e3,ls
3311,boot,-0.4,311,3,2e3,ls
3311,all_boot,-0.4,311,3,2e3,ls
3311,null,-0.4,311,3,2e3,ls
3311,gn,-0.4,311,3,2e3,ls
3311,hybrid_gn,-0.4,311,3,2e3,ls
3311,none,-0.4,311,3,2e3,ls
3311,shrunk,-0.4,311,3,2e3,ls
3312,raw,-0.4,312,3,2e3,ls
3312,raw,-0.4,312,3,2e3,ls
3312,raw,-0.4,312,3,2e3,ls
3312,raw,-0.4,312,3,2e3,ls
3312,old,-0.4,312,3,2e3,ls
3312,boot,-0.4,312,3,2e3,ls
3312,all_boot,-0.4,312,3,2e3,ls
3312,null,-0.4,312,3,2e3,ls
3312,gn,-0.4,312,3,2e3,ls
3312,hybrid_gn,-0.4,312,3,2e3,ls
3312,none,-0.4,312,3,2e3,ls
3312,shrunk,-0.4,312,3,2e3,ls
3313,raw,-0.4,313,3,2e3,ls
3313,raw,-0.4,313,3,2e3,ls
3313,raw,-0.4,313,3,2e3,ls
3313,raw,-0.4,313,3,2e3,ls
3313,old,-0.4,313,3,2e3,ls
3313,boot,-0.4,313,3,2e3,ls
3313,all_boot,-0.4,313,3,2e3,ls
3313,null,-0.4,313,3,2e3,ls
3313,gn,-0.4,313,3,2e3,ls
3313,hybrid_gn,-0.4,313,3,2e3,ls
3313,none,-0.4,313,3,2e3,ls
3313,shrunk,-0.4,313,3,2e3,ls
3314,raw,-0.4,314,3,2e3,ls
3314,raw,-0.4,314,3,2e3,ls
3314,raw,-0.4,314,3,2e3,ls
3314,raw,-0.4,314,3,2e3,ls
3314,old,-0.4,314,3,2e3,ls
3314,boot,-0.4,314,3,2e3,ls
3314,all_boot,-0.4,314,3,2e3,ls
3314,null,-0.4,314,3,2e3,ls
3314,gn,-0.4,314,3,2e3,ls
3314,hybrid_gn,-0.4,314,3,2e3,ls
3314,none,-0.4,314,3,2e3,ls
3314,shrunk,-0.4,314,3,2e3,ls
3315,raw,-0.4,315,3,2e3,ls
3315,raw,-0.4,315,3,2e3,ls
3315,raw,-0.4,315,3,2e3,ls
3315,raw,-0.4,315,3,2e3,ls
3315,old,-0.4,315,3,2e3,ls
3315,boot,-0.4,315,3,2e3,ls
3315,all_boot,-0.4,315,3,2e3,ls
3315,null,-0.4,315,3,2e3,ls
3315,gn,-0.4,315,3,2e3,ls
3315,hybrid_gn,-0.4,315,3,2e3,ls
3315,none,-0.4,315,3,2e3,ls
3315,shrunk,-0.4,315,3,2e3,ls
3316,raw,-0.4,316,3,2e3,ls
3316,raw,-0.4,316,3,2e3,ls
3316,raw,-0.4,316,3,2e3,ls
3316,raw,-0.4,316,3,2e3,ls
3316,old,-0.4,316,3,2e3,ls
3316,boot,-0.4,316,3,2e3,ls
3316,all_boot,-0.4,316,3,2e3,ls
3316,null,-0.4,316,3,2e3,ls
3316,gn,-0.4,316,3,2e3,ls
3316,hybrid_gn,-0.4,316,3,2e3,ls
3316,none,-0.4,316,3,2e3,ls
3316,shrunk,-0.4,316,3,2e3,ls
3317,raw,-0.4,317,3,2e3,ls
3317,raw,-0.4,317,3,2e3,ls
3317,raw,-0.4,317,3,2e3,ls
3317,raw,-0.4,317,3,2e3,ls
3317,old,-0.4,317,3,2e3,ls
3317,boot,-0.4,317,3,2e3,ls
3317,all_boot,-0.4,317,3,2e3,ls
3317,null,-0.4,317,3,2e3,ls
3317,gn,-0.4,317,3,2e3,ls
3317,hybrid_gn,-0.4,317,3,2e3,ls
3317,none,-0.4,317,3,2e3,ls
3317,shrunk,-0.4,317,3,2e3,ls
3318,raw,-0.4,318,3,2e3,ls
3318,raw,-0.4,318,3,2e3,ls
3318,raw,-0.4,318,3,2e3,ls
3318,raw,-0.4,318,3,2e3,ls
3318,old,-0.4,318,3,2e3,ls
3318,boot,-0.4,318,3,2e3,ls
3318,all_boot,-0.4,318,3,2e3,ls
3318,null,-0.4,318,3,2e3,ls
3318,gn,-0.4,318,3,2e3,ls
3318,hybrid_gn,-0.4,318,3,2e3,ls
3318,none,-0.4,318,3,2e3,ls
3318,shrunk,-0.4,318,3,2e3,ls
3319,raw,-0.4,319,3,2e3,ls
3319,raw,-0.4,319,3,2e3,ls
3319,raw,-0.4,319,3,2e3,ls
3319,raw,-0.4,319,3,2e3,ls
3319,old,-0.4,319,3,2e3,ls
3319,boot,-0.4,319,3,2e3,ls
3319,all_boot,-0.4,319,3,2e3,ls
3319,null,-0.4,319,3,2e3,ls
3319,gn,-0.4,319,3,2e3,ls
3319,hybrid_gn,-0.4,319,3,2e3,ls
3319,none,-0.4,319,3,2e3,ls
3319,shrunk,-0.4,319,3,2e3,ls
3320,raw,-0.4,320,3,2e3,ls
3320,raw,-0.4,320,3,2e3,ls
3320,raw,-0.4,320,3,2e3,ls
3320,raw,-0.4,320,3,2e3,ls
3320,old,-0.4,320,3,2e3,ls
3320,boot,-0.4,320,3,2e3,ls
3320,all_boot,-0.4,320,3,2e3,ls
3320,null,-0.4,320,3,2e3,ls
3320,gn,-0.4,320,3,2e3,ls
3320,hybrid_gn,-0.4,320,3,2e3,ls
3320,none,-0.4,320,3,2e3,ls
3320,shrunk,-0.4,320,3,2e3,ls
3321,raw,-0.4,321,3,2e3,ls
3321,raw,-0.4,321,3,2e3,ls
3321,raw,-0.4,321,3,2e3,ls
3321,raw,-0.4,321,3,2e3,ls
3321,old,-0.4,321,3,2e3,ls
3321,boot,-0.4,321,3,2e3,ls
3321,all_boot,-0.4,321,3,2e3,ls
3321,null,-0.4,321,3,2e3,ls
3321,gn,-0.4,321,3,2e3,ls
3321,hybrid_gn,-0.4,321,3,2e3,ls
3321,none,-0.4,321,3,2e3,ls
3321,shrunk,-0.4,321,3,2e3,ls
3322,raw,-0.4,322,3,2e3,ls
3322,raw,-0.4,322,3,2e3,ls
3322,raw,-0.4,322,3,2e3,ls
3322,raw,-0.4,322,3,2e3,ls
3322,old,-0.4,322,3,2e3,ls
3322,boot,-0.4,322,3,2e3,ls
3322,all_boot,-0.4,322,3,2e3,ls
3322,null,-0.4,322,3,2e3,ls
3322,gn,-0.4,322,3,2e3,ls
3322,hybrid_gn,-0.4,322,3,2e3,ls
3322,none,-0.4,322,3,2e3,ls
3322,shrunk,-0.4,322,3,2e3,ls
3323,raw,-0.4,323,3,2e3,ls
3323,raw,-0.4,323,3,2e3,ls
3323,raw,-0.4,323,3,2e3,ls
3323,raw,-0.4,323,3,2e3,ls
3323,old,-0.4,323,3,2e3,ls
3323,boot,-0.4,323,3,2e3,ls
3323,all_boot,-0.4,323,3,2e3,ls
3323,null,-0.4,323,3,2e3,ls
3323,gn,-0.4,323,3,2e3,ls
3323,hybrid_gn,-0.4,323,3,2e3,ls
3323,none,-0.4,323,3,2e3,ls
3323,shrunk,-0.4,323,3,2e3,ls
3324,raw,-0.4,324,3,2e3,ls
3324,raw,-0.4,324,3,2e3,ls
3324,raw,-0.4,324,3,2e3,ls
3324,raw,-0.4,324,3,2e3,ls
3324,old,-0.4,324,3,2e3,ls
3324,boot,-0.4,324,3,2e3,ls
3324,all_boot,-0.4,324,3,2e3,ls
3324,null,-0.4,324,3,2e3,ls
3324,gn,-0.4,324,3,2e3,ls
3324,hybrid_gn,-0.4,324,3,2e3,ls
3324,none,-0.4,324,3,2e3,ls
3324,shrunk,-0.4,324,3,2e3,ls
3325,raw,-0.4,325,3,2e3,ls
3325,raw,-0.4,325,3,2e3,ls
3325,raw,-0.4,325,3,2e3,ls
3325,raw,-0.4,325,3,2e3,ls
3325,old,-0.4,325,3,2e3,ls
3325,boot,-0.4,325,3,2e3,ls
3325,all_boot,-0.4,325,3,2e3,ls
3325,null,-0.4,325,3,2e3,ls
3325,gn,-0.4,325,3,2e3,ls
3325,hybrid_gn,-0.4,325,3,2e3,ls
3325,none,-0.4,325,3,2e3,ls
3325,shrunk,-0.4,325,3,2e3,ls
3326,raw,-0.4,326,3,2e3,ls
3326,raw,-0.4,326,3,2e3,ls
3326,raw,-0.4,326,3,2e3,ls
3326,raw,-0.4,326,3,2e3,ls
3326,old,-0.4,326,3,2e3,ls
3326,boot,-0.4,326,3,2e3,ls
3326,all_boot,-0.4,326,3,2e3,ls
3326,null,-0.4,326,3,2e3,ls
3326,gn,-0.4,326,3,2e3,ls
3326,hybrid_gn,-0.4,326,3,2e3,ls
3326,none,-0.4,326,3,2e3,ls
3326,shrunk,-0.4,326,3,2e3,ls
3327,raw,-0.4,327,3,2e3,ls
3327,raw,-0.4,327,3,2e3,ls
3327,raw,-0.4,327,3,2e3,ls
3327,raw,-0.4,327,3,2e3,ls
3327,old,-0.4,327,3,2e3,ls
3327,boot,-0.4,327,3,2e3,ls
3327,all_boot,-0.4,327,3,2e3,ls
3327,null,-0.4,327,3,2e3,ls
3327,gn,-0.4,327,3,2e3,ls
3327,hybrid_gn,-0.4,327,3,2e3,ls
3327,none,-0.4,327,3,2e3,ls
3327,shrunk,-0.4,327,3,2e3,ls
3328,raw,-0.4,328,3,2e3,ls
3328,raw,-0.4,328,3,2e3,ls
3328,raw,-0.4,328,3,2e3,ls
3328,raw,-0.4,328,3,2e3,ls
3328,old,-0.4,328,3,2e3,ls
3328,boot,-0.4,328,3,2e3,ls
3328,all_boot,-0.4,328,3,2e3,ls
3328,null,-0.4,328,3,2e3,ls
3328,gn,-0.4,328,3,2e3,ls
3328,hybrid_gn,-0.4,328,3,2e3,ls
3328,none,-0.4,328,3,2e3,ls
3328,shrunk,-0.4,328,3,2e3,ls
3329,raw,-0.4,329,3,2e3,ls
3329,raw,-0.4,329,3,2e3,ls
3329,raw,-0.4,329,3,2e3,ls
3329,raw,-0.4,329,3,2e3,ls
3329,old,-0.4,329,3,2e3,ls
3329,boot,-0.4,329,3,2e3,ls
3329,all_boot,-0.4,329,3,2e3,ls
3329,null,-0.4,329,3,2e3,ls
3329,gn,-0.4,329,3,2e3,ls
3329,hybrid_gn,-0.4,329,3,2e3,ls
3329,none,-0.4,329,3,2e3,ls
3329,shrunk,-0.4,329,3,2e3,ls
3330,raw,-0.4,330,3,2e3,ls
3330,raw,-0.4,330,3,2e3,ls
3330,raw,-0.4,330,3,2e3,ls
3330,raw,-0.4,330,3,2e3,ls
3330,old,-0.4,330,3,2e3,ls
3330,boot,-0.4,330,3,2e3,ls
3330,all_boot,-0.4,330,3,2e3,ls
3330,null,-0.4,330,3,2e3,ls
3330,gn,-0.4,330,3,2e3,ls
3330,hybrid_gn,-0.4,330,3,2e3,ls
3330,none,-0.4,330,3,2e3,ls
3330,shrunk,-0.4,330,3,2e3,ls
3331,raw,-0.4,331,3,2e3,ls
3331,raw,-0.4,331,3,2e3,ls
3331,raw,-0.4,331,3,2e3,ls
3331,raw,-0.4,331,3,2e3,ls
3331,old,-0.4,331,3,2e3,ls
3331,boot,-0.4,331,3,2e3,ls
3331,all_boot,-0.4,331,3,2e3,ls
3331,null,-0.4,331,3,2e3,ls
3331,gn,-0.4,331,3,2e3,ls
3331,hybrid_gn,-0.4,331,3,2e3,ls
3331,none,-0.4,331,3,2e3,ls
3331,shrunk,-0.4,331,3,2e3,ls
3332,raw,-0.4,332,3,2e3,ls
3332,raw,-0.4,332,3,2e3,ls
3332,raw,-0.4,332,3,2e3,ls
3332,raw,-0.4,332,3,2e3,ls
3332,old,-0.4,332,3,2e3,ls
3332,boot,-0.4,332,3,2e3,ls
3332,all_boot,-0.4,332,3,2e3,ls
3332,null,-0.4,332,3,2e3,ls
3332,gn,-0.4,332,3,2e3,ls
3332,hybrid_gn,-0.4,332,3,2e3,ls
3332,none,-0.4,332,3,2e3,ls
3332,shrunk,-0.4,332,3,2e3,ls
3333,raw,-0.4,333,3,2e3,ls
3333,raw,-0.4,333,3,2e3,ls
3333,raw,-0.4,333,3,2e3,ls
3333,raw,-0.4,333,3,2e3,ls
3333,old,-0.4,333,3,2e3,ls
3333,boot,-0.4,333,3,2e3,ls
3333,all_boot,-0.4,333,3,2e3,ls
3333,null,-0.4,333,3,2e3,ls
3333,gn,-0.4,333,3,2e3,ls
3333,hybrid_gn,-0.4,333,3,2e3,ls
3333,none,-0.4,333,3,2e3,ls
3333,shrunk,-0.4,333,3,2e3,ls
3334,raw,-0.4,334,3,2e3,ls
3334,raw,-0.4,334,3,2e3,ls
3334,raw,-0.4,334,3,2e3,ls
3334,raw,-0.4,334,3,2e3,ls
3334,old,-0.4,334,3,2e3,ls
3334,boot,-0.4,334,3,2e3,ls
3334,all_boot,-0.4,334,3,2e3,ls
3334,null,-0.4,334,3,2e3,ls
3334,gn,-0.4,334,3,2e3,ls
3334,hybrid_gn,-0.4,334,3,2e3,ls
3334,none,-0.4,334,3,2e3,ls
3334,shrunk,-0.4,334,3,2e3,ls
3335,raw,-0.4,335,3,2e3,ls
3335,raw,-0.4,335,3,2e3,ls
3335,raw,-0.4,335,3,2e3,ls
3335,raw,-0.4,335,3,2e3,ls
3335,old,-0.4,335,3,2e3,ls
3335,boot,-0.4,335,3,2e3,ls
3335,all_boot,-0.4,335,3,2e3,ls
3335,null,-0.4,335,3,2e3,ls
3335,gn,-0.4,335,3,2e3,ls
3335,hybrid_gn,-0.4,335,3,2e3,ls
3335,none,-0.4,335,3,2e3,ls
3335,shrunk,-0.4,335,3,2e3,ls
3336,raw,-0.4,336,3,2e3,ls
3336,raw,-0.4,336,3,2e3,ls
3336,raw,-0.4,336,3,2e3,ls
3336,raw,-0.4,336,3,2e3,ls
3336,old,-0.4,336,3,2e3,ls
3336,boot,-0.4,336,3,2e3,ls
3336,all_boot,-0.4,336,3,2e3,ls
3336,null,-0.4,336,3,2e3,ls
3336,gn,-0.4,336,3,2e3,ls
3336,hybrid_gn,-0.4,336,3,2e3,ls
3336,none,-0.4,336,3,2e3,ls
3336,shrunk,-0.4,336,3,2e3,ls
3337,raw,-0.4,337,3,2e3,ls
3337,raw,-0.4,337,3,2e3,ls
3337,raw,-0.4,337,3,2e3,ls
3337,raw,-0.4,337,3,2e3,ls
3337,old,-0.4,337,3,2e3,ls
3337,boot,-0.4,337,3,2e3,ls
3337,all_boot,-0.4,337,3,2e3,ls
3337,null,-0.4,337,3,2e3,ls
3337,gn,-0.4,337,3,2e3,ls
3337,hybrid_gn,-0.4,337,3,2e3,ls
3337,none,-0.4,337,3,2e3,ls
3337,shrunk,-0.4,337,3,2e3,ls
3338,raw,-0.4,338,3,2e3,ls
3338,raw,-0.4,338,3,2e3,ls
3338,raw,-0.4,338,3,2e3,ls
3338,raw,-0.4,338,3,2e3,ls
3338,old,-0.4,338,3,2e3,ls
3338,boot,-0.4,338,3,2e3,ls
3338,all_boot,-0.4,338,3,2e3,ls
3338,null,-0.4,338,3,2e3,ls
3338,gn,-0.4,338,3,2e3,ls
3338,hybrid_gn,-0.4,338,3,2e3,ls
3338,none,-0.4,338,3,2e3,ls
3338,shrunk,-0.4,338,3,2e3,ls
3339,raw,-0.4,339,3,2e3,ls
3339,raw,-0.4,339,3,2e3,ls
3339,raw,-0.4,339,3,2e3,ls
3339,raw,-0.4,339,3,2e3,ls
3339,old,-0.4,339,3,2e3,ls
3339,boot,-0.4,339,3,2e3,ls
3339,all_boot,-0.4,339,3,2e3,ls
3339,null,-0.4,339,3,2e3,ls
3339,gn,-0.4,339,3,2e3,ls
3339,hybrid_gn,-0.4,339,3,2e3,ls
3339,none,-0.4,339,3,2e3,ls
3339,shrunk,-0.4,339,3,2e3,ls
3340,raw,-0.4,340,3,2e3,ls
3340,raw,-0.4,340,3,2e3,ls
3340,raw,-0.4,340,3,2e3,ls
3340,raw,-0.4,340,3,2e3,ls
3340,old,-0.4,340,3,2e3,ls
3340,boot,-0.4,340,3,2e3,ls
3340,all_boot,-0.4,340,3,2e3,ls
3340,null,-0.4,340,3,2e3,ls
3340,gn,-0.4,340,3,2e3,ls
3340,hybrid_gn,-0.4,340,3,2e3,ls
3340,none,-0.4,340,3,2e3,ls
3340,shrunk,-0.4,340,3,2e3,ls
3341,raw,-0.4,341,3,2e3,ls
3341,raw,-0.4,341,3,2e3,ls
3341,raw,-0.4,341,3,2e3,ls
3341,raw,-0.4,341,3,2e3,ls
3341,old,-0.4,341,3,2e3,ls
3341,boot,-0.4,341,3,2e3,ls
3341,all_boot,-0.4,341,3,2e3,ls
3341,null,-0.4,341,3,2e3,ls
3341,gn,-0.4,341,3,2e3,ls
3341,hybrid_gn,-0.4,341,3,2e3,ls
3341,none,-0.4,341,3,2e3,ls
3341,shrunk,-0.4,341,3,2e3,ls
3342,raw,-0.4,342,3,2e3,ls
3342,raw,-0.4,342,3,2e3,ls
3342,raw,-0.4,342,3,2e3,ls
3342,raw,-0.4,342,3,2e3,ls
3342,old,-0.4,342,3,2e3,ls
3342,boot,-0.4,342,3,2e3,ls
3342,all_boot,-0.4,342,3,2e3,ls
3342,null,-0.4,342,3,2e3,ls
3342,gn,-0.4,342,3,2e3,ls
3342,hybrid_gn,-0.4,342,3,2e3,ls
3342,none,-0.4,342,3,2e3,ls
3342,shrunk,-0.4,342,3,2e3,ls
3343,raw,-0.4,343,3,2e3,ls
3343,raw,-0.4,343,3,2e3,ls
3343,raw,-0.4,343,3,2e3,ls
3343,raw,-0.4,343,3,2e3,ls
3343,old,-0.4,343,3,2e3,ls
3343,boot,-0.4,343,3,2e3,ls
3343,all_boot,-0.4,343,3,2e3,ls
3343,null,-0.4,343,3,2e3,ls
3343,gn,-0.4,343,3,2e3,ls
3343,hybrid_gn,-0.4,343,3,2e3,ls
3343,none,-0.4,343,3,2e3,ls
3343,shrunk,-0.4,343,3,2e3,ls
3344,raw,-0.4,344,3,2e3,ls
3344,raw,-0.4,344,3,2e3,ls
3344,raw,-0.4,344,3,2e3,ls
3344,raw,-0.4,344,3,2e3,ls
3344,old,-0.4,344,3,2e3,ls
3344,boot,-0.4,344,3,2e3,ls
3344,all_boot,-0.4,344,3,2e3,ls
3344,null,-0.4,344,3,2e3,ls
3344,gn,-0.4,344,3,2e3,ls
3344,hybrid_gn,-0.4,344,3,2e3,ls
3344,none,-0.4,344,3,2e3,ls
3344,shrunk,-0.4,344,3,2e3,ls
3345,raw,-0.4,345,3,2e3,ls
3345,raw,-0.4,345,3,2e3,ls
3345,raw,-0.4,345,3,2e3,ls
3345,raw,-0.4,345,3,2e3,ls
3345,old,-0.4,345,3,2e3,ls
3345,boot,-0.4,345,3,2e3,ls
3345,all_boot,-0.4,345,3,2e3,ls
3345,null,-0.4,345,3,2e3,ls
3345,gn,-0.4,345,3,2e3,ls
3345,hybrid_gn,-0.4,345,3,2e3,ls
3345,none,-0.4,345,3,2e3,ls
3345,shrunk,-0.4,345,3,2e3,ls
3346,raw,-0.4,346,3,2e3,ls
3346,raw,-0.4,346,3,2e3,ls
3346,raw,-0.4,346,3,2e3,ls
3346,raw,-0.4,346,3,2e3,ls
3346,old,-0.4,346,3,2e3,ls
3346,boot,-0.4,346,3,2e3,ls
3346,all_boot,-0.4,346,3,2e3,ls
3346,null,-0.4,346,3,2e3,ls
3346,gn,-0.4,346,3,2e3,ls
3346,hybrid_gn,-0.4,346,3,2e3,ls
3346,none,-0.4,346,3,2e3,ls
3346,shrunk,-0.4,346,3,2e3,ls
3347,raw,-0.4,347,3,2e3,ls
3347,raw,-0.4,347,3,2e3,ls
3347,raw,-0.4,347,3,2e3,ls
3347,raw,-0.4,347,3,2e3,ls
3347,old,-0.4,347,3,2e3,ls
3347,boot,-0.4,347,3,2e3,ls
3347,all_boot,-0.4,347,3,2e3,ls
3347,null,-0.4,347,3,2e3,ls
3347,gn,-0.4,347,3,2e3,ls
3347,hybrid_gn,-0.4,347,3,2e3,ls
3347,none,-0.4,347,3,2e3,ls
3347,shrunk,-0.4,347,3,2e3,ls
3348,raw,-0.4,348,3,2e3,ls
3348,raw,-0.4,348,3,2e3,ls
3348,raw,-0.4,348,3,2e3,ls
3348,raw,-0.4,348,3,2e3,ls
3348,old,-0.4,348,3,2e3,ls
3348,boot,-0.4,348,3,2e3,ls
3348,all_boot,-0.4,348,3,2e3,ls
3348,null,-0.4,348,3,2e3,ls
3348,gn,-0.4,348,3,2e3,ls
3348,hybrid_gn,-0.4,348,3,2e3,ls
3348,none,-0.4,348,3,2e3,ls
3348,shrunk,-0.4,348,3,2e3,ls
3349,raw,-0.4,349,3,2e3,ls
3349,raw,-0.4,349,3,2e3,ls
3349,raw,-0.4,349,3,2e3,ls
3349,raw,-0.4,349,3,2e3,ls
3349,old,-0.4,349,3,2e3,ls
3349,boot,-0.4,349,3,2e3,ls
3349,all_boot,-0.4,349,3,2e3,ls
3349,null,-0.4,349,3,2e3,ls
3349,gn,-0.4,349,3,2e3,ls
3349,hybrid_gn,-0.4,349,3,2e3,ls
3349,none,-0.4,349,3,2e3,ls
3349,shrunk,-0.4,349,3,2e3,ls
3350,raw,-0.4,350,3,2e3,ls
3350,raw,-0.4,350,3,2e3,ls
3350,raw,-0.4,350,3,2e3,ls
3350,raw,-0.4,350,3,2e3,ls
3350,old,-0.4,350,3,2e3,ls
3350,boot,-0.4,350,3,2e3,ls
3350,all_boot,-0.4,350,3,2e3,ls
3350,null,-0.4,350,3,2e3,ls
3350,gn,-0.4,350,3,2e3,ls
3350,hybrid_gn,-0.4,350,3,2e3,ls
3350,none,-0.4,350,3,2e3,ls
3350,shrunk,-0.4,350,3,2e3,ls
3351,raw,-0.4,351,3,2e3,ls
